id,date,product,region,quantity,price,customer_id
53,2026-03-27 10:01:36.362806,Product_C,East,24.0,,5213.0
54,2026-03-26 10:01:36.362806,Product_D,East,99.0,,2673.0
55,2026-03-25 10:01:36.362806,Product_C,North,60.0,,7708.0
56,2026-03-24 10:01:36.362806,Product_D,North,45.0,,8982.0
57,2026-03-23 10:01:36.362806,Product_D,West,98.0,248.66,3100.0
58,2026-03-22 10:01:36.362806,Product_A,East,3.0,307.06,4748.0
59,2026-03-21 10:01:36.362806,Product_C,South,37.0,384.76,4173.0
60,2026-03-20 10:01:36.362806,Product_A,West,43.0,95.67,2815.0
61,2026-03-19 10:01:36.362806,Product_C,North,40.0,256.26,4841.0
62,2026-03-18 10:01:36.362806,Product_C,North,90.0,205.34,9016.0
63,2026-03-17 10:01:36.362806,Product_A,East,55.0,81.72,8011.0
64,2026-03-16 10:01:36.362806,Product_A,North,87.0,190.09,5493.0
65,2026-03-15 10:01:36.362806,Product_C,South,39.0,43.4,1674.0
66,2026-03-14 10:01:36.362806,Product_B,East,15.0,22.65,9088.0
67,2026-03-13 10:01:36.362806,Product_D,North,4.0,76.23,9578.0
68,2026-03-12 10:01:36.362806,Product_A,East,93.0,481.93,3158.0
69,2026-03-11 10:01:36.362806,Product_D,North,86.0,279.27,3661.0
70,2026-03-10 10:01:36.362806,Product_B,North,25.0,483.25,3064.0
71,2026-03-09 10:01:36.362806,Product_B,North,13.0,221.92,4253.0
72,2026-03-08 10:01:36.362806,Product_B,South,82.0,162.79,5979.0
73,2026-03-07 10:01:36.362806,Product_A,South,33.0,258.01,8703.0
74,2026-03-06 10:01:36.362806,Product_B,East,16.0,225.36,9931.0
75,2026-03-05 10:01:36.362806,Product_A,North,42.0,61.78,2401.0
76,2026-03-04 10:01:36.362806,Product_B,North,66.0,324.0,4259.0
77,2026-03-03 10:01:36.362806,Product_D,South,55.0,115.86,4923.0
78,2026-03-02 10:01:36.362806,Product_D,North,99.0,313.6,5214.0
79,2026-03-01 10:01:36.362806,Product_C,South,42.0,328.6,4227.0
80,2026-02-28 10:01:36.362806,Product_D,North,34.0,84.49,3745.0
81,2026-02-27 10:01:36.362806,Product_C,East,30.0,40.06,7091.0
82,2026-02-26 10:01:36.362806,Product_D,North,13.0,392.57,4866.0
83,2026-02-25 10:01:36.362806,Product_A,North,13.0,235.3,6818.0
84,2026-02-24 10:01:36.362806,Product_D,West,18.0,38.5,3222.0
85,2026-02-23 10:01:36.362806,Product_C,South,32.0,497.48,3792.0
86,2026-02-22 10:01:36.362806,Product_C,North,96.0,38.31,5063.0
87,2026-02-21 10:01:36.362806,Product_B,North,99.0,350.57,2524.0
88,2026-02-20 10:01:36.362806,Product_A,West,39.0,492.0,9224.0
89,2026-02-19 10:01:36.362806,Product_D,West,46.0,127.2,7198.0
90,2026-02-18 10:01:36.362806,Product_B,South,29.0,79.7,5025.0
91,2026-02-17 10:01:36.362806,Product_D,West,62.0,69.48,3566.0
92,2026-02-16 10:01:36.362806,Product_D,East,93.0,158.6,3803.0
93,2026-02-15 10:01:36.362806,Product_B,West,62.0,59.51,4709.0
94,2026-02-14 10:01:36.362806,Product_B,East,57.0,349.16,7155.0
95,2026-02-13 10:01:36.362806,Product_B,South,16.0,40.52,1719.0
96,2026-02-12 10:01:36.362806,Product_B,South,56.0,259.62,7516.0
97,2026-02-11 10:01:36.362806,Product_B,South,10.0,498.38,5579.0
98,2026-02-10 10:01:36.362806,Product_D,South,30.0,408.85,1972.0
99,2026-02-09 10:01:36.362806,Product_B,South,25.0,311.46,4718.0
100,2026-02-08 10:01:36.362806,Product_A,East,84.0,160.06,8395.0
101,,Product_C,East,5.0,315.71,5402.0
102,,Product_B,South,65.0,268.25,5552.0
103,,Product_B,West,94.0,218.78,3207.0
104,,Product_D,North,49.0,74.05,5426.0
105,,Product_B,South,3.0,444.44,7919.0
106,,Product_B,West,45.0,230.39,9835.0
107,2026-02-01 10:01:36.362806,Product_B,North,14.0,105.37,9386.0
108,2026-01-31 10:01:36.362806,Product_D,South,30.0,190.2,9680.0
109,2026-01-30 10:01:36.362806,Product_B,South,68.0,212.92,3204.0
110,2026-01-29 10:01:36.362806,Product_C,East,18.0,415.49,6345.0
111,2026-01-28 10:01:36.362806,Product_D,North,62.0,369.47,4276.0
112,2026-01-27 10:01:36.362806,Product_C,North,37.0,386.96,2102.0
113,2026-01-26 10:01:36.362806,Product_D,West,25.0,15.41,6243.0
114,2026-01-25 10:01:36.362806,Product_B,East,48.0,213.92,7614.0
115,2026-01-24 10:01:36.362806,Product_C,East,65.0,245.86,9707.0
116,2026-01-23 10:01:36.362806,Product_D,East,53.0,19.4,6223.0
117,2026-01-22 10:01:36.362806,Product_A,East,79.0,137.31,9584.0
118,2026-01-21 10:01:36.362806,Product_B,North,73.0,382.54,1630.0
119,2026-01-20 10:01:36.362806,Product_D,North,15.0,77.18,7683.0
120,2026-01-19 10:01:36.362806,Product_A,South,49.0,272.3,1277.0
121,2026-01-18 10:01:36.362806,Product_D,South,88.0,115.45,1232.0
122,2026-01-17 10:01:36.362806,Product_A,East,68.0,15.94,6690.0
123,2026-01-16 10:01:36.362806,Product_B,East,12.0,128.19,8659.0
124,2026-01-15 10:01:36.362806,Product_C,East,59.0,488.18,1025.0
125,2026-01-14 10:01:36.362806,Product_A,South,37.0,402.75,8468.0
126,2026-01-13 10:01:36.362806,Product_D,West,61.0,480.19,7410.0
127,2026-01-12 10:01:36.362806,Product_B,West,43.0,249.05,9652.0
128,2026-01-11 10:01:36.362806,Product_A,South,70.0,63.77,4764.0
129,2026-01-10 10:01:36.362806,Product_D,South,39.0,278.5,7599.0
130,2026-01-09 10:01:36.362806,Product_D,South,56.0,232.64,6102.0
131,2026-01-08 10:01:36.362806,Product_D,South,63.0,423.73,8006.0
132,2026-01-07 10:01:36.362806,Product_A,South,46.0,58.06,4483.0
133,2026-01-06 10:01:36.362806,Product_A,South,88.0,249.24,2994.0
134,2026-01-05 10:01:36.362806,Product_A,East,11.0,83.52,9682.0
135,2026-01-04 10:01:36.362806,Product_C,East,62.0,169.09,2072.0
136,2026-01-03 10:01:36.362806,Product_A,East,77.0,371.3,7707.0
137,2026-01-02 10:01:36.362806,Product_A,East,98.0,243.25,1215.0
138,2026-01-01 10:01:36.362806,Product_A,South,25.0,194.19,8605.0
139,2025-12-31 10:01:36.362806,Product_C,West,71.0,203.29,3606.0
140,2025-12-30 10:01:36.362806,Product_A,North,52.0,235.13,9350.0
141,2025-12-29 10:01:36.362806,Product_D,South,4.0,394.66,5781.0
142,2025-12-28 10:01:36.362806,Product_A,North,59.0,447.12,4313.0
143,2025-12-27 10:01:36.362806,Product_D,West,72.0,478.11,8763.0
144,2025-12-26 10:01:36.362806,Product_D,East,20.0,395.58,6939.0
145,2025-12-25 10:01:36.362806,Product_D,West,93.0,164.55,3295.0
146,2025-12-24 10:01:36.362806,Product_C,South,63.0,347.19,6685.0
147,2025-12-23 10:01:36.362806,Product_C,East,54.0,224.43,2696.0
148,2025-12-22 10:01:36.362806,Product_C,South,74.0,134.79,2946.0
149,2025-12-21 10:01:36.362806,Product_A,East,98.0,422.03,3783.0
150,2025-12-20 10:01:36.362806,Product_D,North,57.0,28.83,4644.0
151,2025-12-19 10:01:36.362806,Product_C,North,90.0,451.86,6241.0
152,2025-12-18 10:01:36.362806,Product_C,North,41.0,236.12,7420.0
153,2025-12-17 10:01:36.362806,Product_A,West,3.0,322.23,8557.0
154,2025-12-16 10:01:36.362806,Product_C,South,6.0,333.08,3645.0
155,2025-12-15 10:01:36.362806,Product_A,West,5.0,448.61,7589.0
156,2025-12-14 10:01:36.362806,Product_B,North,5.0,321.97,7353.0
157,2025-12-13 10:01:36.362806,Product_C,South,54.0,310.83,2932.0
158,2025-12-12 10:01:36.362806,Product_B,North,47.0,42.66,2757.0
159,2025-12-11 10:01:36.362806,Product_A,West,87.0,264.02,6085.0
160,2025-12-10 10:01:36.362806,Product_D,West,49.0,83.58,6637.0
161,2025-12-09 10:01:36.362806,Product_C,West,9.0,371.34,2116.0
162,2025-12-08 10:01:36.362806,Product_A,North,99.0,260.99,1492.0
163,2025-12-07 10:01:36.362806,Product_D,South,20.0,343.31,9811.0
164,2025-12-06 10:01:36.362806,Product_D,South,61.0,30.42,8888.0
165,2025-12-05 10:01:36.362806,Product_B,North,35.0,51.55,7474.0
166,2025-12-04 10:01:36.362806,Product_A,South,50.0,361.0,5958.0
167,2025-12-03 10:01:36.362806,Product_D,North,82.0,45.32,3743.0
168,2025-12-02 10:01:36.362806,Product_C,South,62.0,44.92,8866.0
169,2025-12-01 10:01:36.362806,Product_C,East,17.0,15.93,8160.0
170,2025-11-30 10:01:36.362806,Product_B,East,88.0,478.69,6451.0
171,2025-11-29 10:01:36.362806,Product_D,West,3.0,371.38,6258.0
172,2025-11-28 10:01:36.362806,Product_A,East,32.0,183.09,9548.0
173,2025-11-27 10:01:36.362806,Product_C,East,99.0,155.3,8186.0
174,2025-11-26 10:01:36.362806,Product_D,East,13.0,181.35,7102.0
175,2025-11-25 10:01:36.362806,Product_D,North,89.0,389.58,1619.0
176,2025-11-24 10:01:36.362806,Product_B,East,73.0,334.07,1882.0
177,2025-11-23 10:01:36.362806,Product_C,East,68.0,100.75,9988.0
178,2025-11-22 10:01:36.362806,Product_C,West,14.0,95.31,4642.0
179,2025-11-21 10:01:36.362806,Product_A,East,98.0,58.21,2296.0
180,2025-11-20 10:01:36.362806,Product_C,East,11.0,333.55,9436.0
181,2025-11-19 10:01:36.362806,Product_A,South,56.0,384.54,3895.0
182,2025-11-18 10:01:36.362806,Product_C,West,67.0,139.87,7593.0
183,2025-11-17 10:01:36.362806,Product_B,West,92.0,20.26,1929.0
184,2025-11-16 10:01:36.362806,Product_C,West,29.0,50.26,6366.0
185,2025-11-15 10:01:36.362806,Product_A,West,9.0,484.25,9711.0
186,2025-11-14 10:01:36.362806,Product_A,West,67.0,154.77,4212.0
187,2025-11-13 10:01:36.362806,Product_B,West,25.0,386.92,3409.0
188,2025-11-12 10:01:36.362806,Product_C,North,98.0,316.09,9199.0
189,2025-11-11 10:01:36.362806,Product_C,East,76.0,197.15,4423.0
190,2025-11-10 10:01:36.362806,Product_B,West,42.0,110.79,7976.0
191,2025-11-09 10:01:36.362806,Product_C,East,9.0,69.48,8594.0
192,2025-11-08 10:01:36.362806,Product_C,East,79.0,311.36,6158.0
193,2025-11-07 10:01:36.362806,Product_A,North,40.0,389.57,4667.0
194,2025-11-06 10:01:36.362806,Product_C,West,25.0,325.51,6973.0
195,2025-11-05 10:01:36.362806,Product_C,South,5.0,269.85,7236.0
196,2025-11-04 10:01:36.362806,Product_B,North,11.0,30.56,9277.0
197,2025-11-03 10:01:36.362806,Product_B,South,59.0,484.56,3468.0
198,2025-11-02 10:01:36.362806,Product_D,East,98.0,401.37,7217.0
199,2025-11-01 10:01:36.362806,Product_A,East,88.0,153.48,4619.0
200,2025-10-31 10:01:36.362806,Product_C,North,79.0,490.19,2636.0
201,2025-10-30 10:01:36.362806,Product_C,North,38.0,304.92,
202,2025-10-29 10:01:36.362806,Product_D,South,72.0,295.39,
203,2025-10-28 10:01:36.362806,Product_C,West,5.0,376.56,
204,2025-10-27 10:01:36.362806,Product_A,South,48.0,407.77,4326.0
205,2025-10-26 10:01:36.362806,Product_D,North,90.0,331.67,9148.0
206,2025-10-25 10:01:36.362806,Product_A,South,18.0,72.77,3217.0
207,2025-10-24 10:01:36.362806,Product_D,North,70.0,175.75,5967.0
208,2025-10-23 10:01:36.362806,Product_D,South,37.0,464.76,3369.0
209,2025-10-22 10:01:36.362806,Product_B,North,60.0,120.06,4638.0
210,2025-10-21 10:01:36.362806,Product_A,North,48.0,192.36,6722.0
211,2025-10-20 10:01:36.362806,Product_C,North,77.0,221.72,5444.0
212,2025-10-19 10:01:36.362806,Product_C,West,28.0,225.31,8618.0
213,2025-10-18 10:01:36.362806,Product_A,South,69.0,310.34,4947.0
214,2025-10-17 10:01:36.362806,Product_C,South,77.0,472.11,2676.0
215,2025-10-16 10:01:36.362806,Product_C,South,81.0,127.94,2196.0
216,2025-10-15 10:01:36.362806,Product_A,North,40.0,69.54,3787.0
217,2025-10-14 10:01:36.362806,Product_D,South,45.0,106.76,8432.0
218,2025-10-13 10:01:36.362806,Product_A,South,96.0,444.59,8927.0
219,2025-10-12 10:01:36.362806,Product_D,North,62.0,326.45,4318.0
220,2025-10-11 10:01:36.362806,Product_C,East,93.0,150.09,9858.0
221,2025-10-10 10:01:36.362806,Product_C,North,58.0,409.81,7689.0
222,2025-10-09 10:01:36.362806,Product_C,South,67.0,432.07,3176.0
223,2025-10-08 10:01:36.362806,Product_B,North,56.0,424.79,4743.0
224,2025-10-07 10:01:36.362806,Product_D,East,40.0,460.27,9792.0
225,2025-10-06 10:01:36.362806,Product_B,North,98.0,133.6,5422.0
226,2025-10-05 10:01:36.362806,Product_B,South,40.0,379.97,4824.0
227,2025-10-04 10:01:36.362806,Product_A,East,91.0,235.66,3451.0
228,2025-10-03 10:01:36.362806,Product_B,West,77.0,422.58,1628.0
229,2025-10-02 10:01:36.362806,Product_A,South,33.0,366.96,8778.0
230,2025-10-01 10:01:36.362806,Product_A,East,6.0,390.46,4696.0
231,2025-09-30 10:01:36.362806,Product_B,East,88.0,331.52,4674.0
232,2025-09-29 10:01:36.362806,Product_D,West,19.0,96.94,4929.0
233,2025-09-28 10:01:36.362806,Product_D,North,80.0,277.06,3765.0
234,2025-09-27 10:01:36.362806,Product_D,North,40.0,492.49,5369.0
235,2025-09-26 10:01:36.362806,Product_D,South,92.0,469.32,9307.0
236,2025-09-25 10:01:36.362806,Product_D,West,97.0,31.16,5956.0
237,2025-09-24 10:01:36.362806,Product_B,North,59.0,90.76,1692.0
238,2025-09-23 10:01:36.362806,Product_B,West,59.0,74.55,4162.0
239,2025-09-22 10:01:36.362806,Product_C,North,48.0,365.73,2105.0
240,2025-09-21 10:01:36.362806,Product_D,East,41.0,410.71,4008.0
241,2025-09-20 10:01:36.362806,Product_B,North,13.0,114.62,3161.0
242,2025-09-19 10:01:36.362806,Product_C,West,45.0,257.87,9345.0
243,2025-09-18 10:01:36.362806,Product_D,East,89.0,421.94,4699.0
244,2025-09-17 10:01:36.362806,Product_A,East,53.0,369.07,4786.0
245,2025-09-16 10:01:36.362806,Product_C,East,42.0,275.7,5200.0
246,2025-09-15 10:01:36.362806,Product_B,West,63.0,299.27,2913.0
247,2025-09-14 10:01:36.362806,Product_A,South,27.0,259.1,6520.0
248,2025-09-13 10:01:36.362806,Product_A,South,38.0,155.8,2772.0
249,2025-09-12 10:01:36.362806,Product_A,South,60.0,286.86,3780.0
250,2025-09-11 10:01:36.362806,Product_C,West,7.0,347.55,8423.0
251,2025-09-10 10:01:36.362806,Product_B,East,5.0,437.93,3871.0
252,2025-09-09 10:01:36.362806,Product_A,South,45.0,321.78,1660.0
253,2025-09-08 10:01:36.362806,Product_D,West,58.0,382.95,7242.0
254,2025-09-07 10:01:36.362806,Product_A,South,31.0,88.44,2132.0
255,2025-09-06 10:01:36.362806,Product_A,North,23.0,236.16,1699.0
256,2025-09-05 10:01:36.362806,Product_C,South,42.0,14.57,8470.0
257,2025-09-04 10:01:36.362806,Product_C,South,10.0,130.87,7297.0
258,2025-09-03 10:01:36.362806,Product_B,East,32.0,365.97,8812.0
259,2025-09-02 10:01:36.362806,Product_D,West,53.0,495.99,5557.0
260,2025-09-01 10:01:36.362806,Product_C,East,30.0,58.6,3179.0
261,2025-08-31 10:01:36.362806,Product_A,East,39.0,206.73,9275.0
262,2025-08-30 10:01:36.362806,Product_B,East,31.0,402.03,2422.0
263,2025-08-29 10:01:36.362806,Product_A,East,82.0,109.98,4180.0
264,2025-08-28 10:01:36.362806,Product_A,East,2.0,281.99,5316.0
265,2025-08-27 10:01:36.362806,Product_C,South,78.0,369.2,7696.0
266,2025-08-26 10:01:36.362806,Product_B,East,77.0,311.83,1614.0
267,2025-08-25 10:01:36.362806,Product_D,East,93.0,102.13,5570.0
268,2025-08-24 10:01:36.362806,Product_D,West,12.0,184.14,1270.0
269,2025-08-23 10:01:36.362806,Product_C,North,39.0,394.06,3468.0
270,2025-08-22 10:01:36.362806,Product_C,South,66.0,281.57,4607.0
271,2025-08-21 10:01:36.362806,Product_B,South,96.0,12.56,4075.0
272,2025-08-20 10:01:36.362806,Product_D,South,13.0,382.89,1289.0
273,2025-08-19 10:01:36.362806,Product_D,East,46.0,27.3,9120.0
274,2025-08-18 10:01:36.362806,Product_D,East,27.0,375.41,7614.0
275,2025-08-17 10:01:36.362806,Product_A,East,17.0,109.22,4252.0
276,2025-08-16 10:01:36.362806,Product_D,West,95.0,479.46,8415.0
277,2025-08-15 10:01:36.362806,Product_A,North,98.0,190.29,7771.0
278,2025-08-14 10:01:36.362806,Product_B,East,60.0,170.2,1278.0
279,2025-08-13 10:01:36.362806,Product_A,North,64.0,82.96,1580.0
280,2025-08-12 10:01:36.362806,Product_B,West,88.0,159.75,5958.0
281,2025-08-11 10:01:36.362806,Product_D,South,35.0,439.56,9445.0
282,2025-08-10 10:01:36.362806,Product_D,East,70.0,498.2,5276.0
283,2025-08-09 10:01:36.362806,Product_B,North,83.0,190.47,8997.0
284,2025-08-08 10:01:36.362806,Product_C,North,30.0,229.82,5776.0
285,2025-08-07 10:01:36.362806,Product_B,East,71.0,363.81,1824.0
286,2025-08-06 10:01:36.362806,Product_C,South,74.0,444.24,4832.0
287,2025-08-05 10:01:36.362806,Product_A,South,96.0,300.59,9891.0
288,2025-08-04 10:01:36.362806,Product_A,South,98.0,201.85,6445.0
289,2025-08-03 10:01:36.362806,Product_A,West,63.0,212.18,2380.0
290,2025-08-02 10:01:36.362806,Product_D,North,28.0,350.85,7534.0
291,2025-08-01 10:01:36.362806,Product_A,North,60.0,11.58,4156.0
292,2025-07-31 10:01:36.362806,Product_C,North,79.0,313.6,5307.0
293,2025-07-30 10:01:36.362806,Product_A,West,94.0,184.19,6634.0
294,2025-07-29 10:01:36.362806,Product_B,North,37.0,399.16,9575.0
295,2025-07-28 10:01:36.362806,Product_B,West,93.0,55.57,6810.0
296,2025-07-27 10:01:36.362806,Product_D,South,22.0,298.22,9533.0
297,2025-07-26 10:01:36.362806,Product_B,East,68.0,245.68,6934.0
298,2025-07-25 10:01:36.362806,Product_C,North,20.0,324.74,4109.0
299,2025-07-24 10:01:36.362806,Product_A,North,96.0,41.78,5082.0
300,2025-07-23 10:01:36.362806,Product_D,South,68.0,294.19,4240.0
301,2025-07-22 10:01:36.362806,Product_A,East,91.0,285.13,7028.0
302,2025-07-21 10:01:36.362806,Product_A,West,64.0,284.72,2849.0
303,2025-07-20 10:01:36.362806,Product_C,East,17.0,305.71,9497.0
304,2025-07-19 10:01:36.362806,Product_B,South,12.0,341.47,3749.0
305,2025-07-18 10:01:36.362806,Product_B,South,22.0,404.44,7680.0
306,2025-07-17 10:01:36.362806,Product_A,East,17.0,142.21,1205.0
307,2025-07-16 10:01:36.362806,Product_D,West,10.0,414.27,8352.0
308,2025-07-15 10:01:36.362806,Product_B,West,65.0,254.15,5591.0
309,2025-07-14 10:01:36.362806,Product_D,North,22.0,47.76,4450.0
310,2025-07-13 10:01:36.362806,Product_B,West,90.0,38.69,8214.0
311,2025-07-12 10:01:36.362806,Product_D,East,82.0,173.78,4811.0
312,2025-07-11 10:01:36.362806,Product_C,South,50.0,394.6,6141.0
313,2025-07-10 10:01:36.362806,Product_D,North,14.0,356.76,9501.0
314,2025-07-09 10:01:36.362806,Product_C,North,64.0,396.42,3708.0
315,2025-07-08 10:01:36.362806,Product_C,South,47.0,263.46,2991.0
316,2025-07-07 10:01:36.362806,Product_D,West,29.0,225.7,9463.0
317,2025-07-06 10:01:36.362806,Product_C,South,76.0,82.25,4273.0
318,2025-07-05 10:01:36.362806,Product_A,West,36.0,170.81,5538.0
319,2025-07-04 10:01:36.362806,Product_C,South,99.0,222.67,9712.0
320,2025-07-03 10:01:36.362806,Product_B,East,52.0,53.41,4722.0
321,2025-07-02 10:01:36.362806,Product_D,West,76.0,118.1,4551.0
322,2025-07-01 10:01:36.362806,Product_A,East,7.0,303.13,3832.0
323,2025-06-30 10:01:36.362806,Product_D,North,29.0,370.47,6679.0
324,2025-06-29 10:01:36.362806,Product_B,South,11.0,499.19,7579.0
325,2025-06-28 10:01:36.362806,Product_B,North,33.0,467.23,1152.0
326,2025-06-27 10:01:36.362806,Product_B,North,6.0,324.86,6754.0
327,2025-06-26 10:01:36.362806,Product_C,North,79.0,216.41,3800.0
328,2025-06-25 10:01:36.362806,Product_C,North,32.0,321.73,6310.0
329,2025-06-24 10:01:36.362806,Product_D,South,51.0,394.97,3610.0
330,2025-06-23 10:01:36.362806,Product_D,North,75.0,67.98,2104.0
331,2025-06-22 10:01:36.362806,Product_A,South,58.0,210.85,8361.0
332,2025-06-21 10:01:36.362806,Product_A,South,87.0,421.5,5199.0
333,2025-06-20 10:01:36.362806,Product_D,East,26.0,198.08,4854.0
334,2025-06-19 10:01:36.362806,Product_C,West,98.0,290.22,8263.0
335,2025-06-18 10:01:36.362806,Product_B,West,46.0,298.01,2914.0
336,2025-06-17 10:01:36.362806,Product_D,South,98.0,100.39,8365.0
337,2025-06-16 10:01:36.362806,Product_A,East,29.0,187.5,4072.0
338,2025-06-15 10:01:36.362806,Product_C,South,4.0,173.91,1406.0
339,2025-06-14 10:01:36.362806,Product_D,South,81.0,22.84,1166.0
340,2025-06-13 10:01:36.362806,Product_D,South,99.0,21.85,1508.0
341,2025-06-12 10:01:36.362806,Product_C,East,13.0,417.53,2661.0
342,2025-06-11 10:01:36.362806,Product_D,West,39.0,143.8,4664.0
343,2025-06-10 10:01:36.362806,Product_C,East,15.0,263.86,4489.0
344,2025-06-09 10:01:36.362806,Product_B,North,29.0,156.38,1680.0
345,2025-06-08 10:01:36.362806,Product_C,East,29.0,470.93,3524.0
346,2025-06-07 10:01:36.362806,Product_C,East,75.0,137.06,3120.0
347,2025-06-06 10:01:36.362806,Product_C,East,32.0,220.53,6260.0
348,2025-06-05 10:01:36.362806,Product_D,East,2.0,437.64,5357.0
349,2025-06-04 10:01:36.362806,Product_D,West,47.0,422.55,2363.0
350,2025-06-03 10:01:36.362806,Product_C,North,78.0,101.19,3292.0
351,2025-06-02 10:01:36.362806,Product_D,West,84.0,403.3,2538.0
352,2025-06-01 10:01:36.362806,Product_A,West,22.0,234.51,4408.0
353,2025-05-31 10:01:36.362806,Product_A,East,75.0,246.65,8742.0
354,2025-05-30 10:01:36.362806,Product_D,South,27.0,75.41,9752.0
355,2025-05-29 10:01:36.362806,Product_D,South,67.0,49.49,2903.0
356,2025-05-28 10:01:36.362806,Product_C,West,81.0,366.69,1174.0
357,2025-05-27 10:01:36.362806,Product_B,West,56.0,253.27,3230.0
358,2025-05-26 10:01:36.362806,Product_D,East,92.0,224.06,5287.0
359,2025-05-25 10:01:36.362806,Product_A,West,93.0,367.46,5160.0
360,2025-05-24 10:01:36.362806,Product_C,East,21.0,385.1,8106.0
361,2025-05-23 10:01:36.362806,Product_D,South,47.0,87.87,4171.0
362,2025-05-22 10:01:36.362806,Product_A,South,80.0,309.01,2567.0
363,2025-05-21 10:01:36.362806,Product_A,North,59.0,76.32,2151.0
364,2025-05-20 10:01:36.362806,Product_B,South,84.0,378.17,8619.0
365,2025-05-19 10:01:36.362806,Product_C,West,6.0,331.91,7033.0
366,2025-05-18 10:01:36.362806,Product_C,South,19.0,478.74,9560.0
367,2025-05-17 10:01:36.362806,Product_B,East,57.0,43.79,5946.0
368,2025-05-16 10:01:36.362806,Product_B,South,69.0,37.96,9234.0
369,2025-05-15 10:01:36.362806,Product_C,North,3.0,148.27,2907.0
370,2025-05-14 10:01:36.362806,Product_C,South,1.0,138.24,4490.0
371,2025-05-13 10:01:36.362806,Product_D,East,58.0,131.02,3535.0
